state,model,year,tas_degree
Rhode Island,MPI-ESM1-2-HR,2093,13.320092773437525
Rhode Island,MPI-ESM1-2-HR,2094,12.62469380696617
Rhode Island,MPI-ESM1-2-HR,2095,12.94769439697268
Rhode Island,MPI-ESM1-2-HR,2096,12.871717071533226
Rhode Island,MPI-ESM1-2-HR,2097,12.386153157552108
Rhode Island,MPI-ESM1-2-HR,2098,13.425679779052755
Rhode Island,MPI-ESM1-2-HR,2099,12.392226155598982
Rhode Island,MPI-ESM1-2-HR,2100,13.06501159667971
South Carolina,BCC-CSM2-MR,2015,16.79567616780601
South Carolina,BCC-CSM2-MR,2016,16.32941589355471
South Carolina,BCC-CSM2-MR,2017,18.157734171549503
South Carolina,BCC-CSM2-MR,2018,17.730785624186222
South Carolina,BCC-CSM2-MR,2019,17.930083211263042
South Carolina,BCC-CSM2-MR,2020,17.682969665527366
South Carolina,BCC-CSM2-MR,2021,17.52796071370445
South Carolina,BCC-CSM2-MR,2022,16.920747375488304
South Carolina,BCC-CSM2-MR,2023,17.651630655924503
South Carolina,BCC-CSM2-MR,2024,18.015850321451847
South Carolina,BCC-CSM2-MR,2025,18.84268086751304
South Carolina,BCC-CSM2-MR,2026,17.644560750325542
South Carolina,BCC-CSM2-MR,2027,18.03590545654299
South Carolina,BCC-CSM2-MR,2028,17.853664652506534
South Carolina,BCC-CSM2-MR,2029,17.8611516316732
South Carolina,BCC-CSM2-MR,2030,18.254553731282577
South Carolina,BCC-CSM2-MR,2031,17.975742594401066
South Carolina,BCC-CSM2-MR,2032,18.806929524739605
South Carolina,BCC-CSM2-MR,2033,19.576748148600284
South Carolina,BCC-CSM2-MR,2034,18.094995117187523
South Carolina,BCC-CSM2-MR,2035,17.946997578938824
South Carolina,BCC-CSM2-MR,2036,19.323950703938824
South Carolina,BCC-CSM2-MR,2037,17.094832356770855
South Carolina,BCC-CSM2-MR,2038,17.794213867187523
South Carolina,BCC-CSM2-MR,2039,18.09450429280601
South Carolina,BCC-CSM2-MR,2040,18.37414957682294
South Carolina,BCC-CSM2-MR,2041,18.19557851155601
South Carolina,BCC-CSM2-MR,2042,18.489661153157577
South Carolina,BCC-CSM2-MR,2043,18.723435974121116
South Carolina,BCC-CSM2-MR,2044,17.660106913248722
South Carolina,BCC-CSM2-MR,2045,18.82875213623049
South Carolina,BCC-CSM2-MR,2046,18.199266052246116
South Carolina,BCC-CSM2-MR,2047,18.26454823811851
South Carolina,BCC-CSM2-MR,2048,19.85997416178388
South Carolina,BCC-CSM2-MR,2049,18.333645121256534
South Carolina,BCC-CSM2-MR,2050,20.112031555175804
South Carolina,BCC-CSM2-MR,2051,18.41297302246096
South Carolina,BCC-CSM2-MR,2052,18.28961334228518
South Carolina,BCC-CSM2-MR,2053,18.864300028483097
South Carolina,BCC-CSM2-MR,2054,20.0085388183594
South Carolina,BCC-CSM2-MR,2055,20.029430643717472
South Carolina,BCC-CSM2-MR,2056,19.561367289225284
South Carolina,BCC-CSM2-MR,2057,20.95252888997398
South Carolina,BCC-CSM2-MR,2058,18.37458190917971
South Carolina,BCC-CSM2-MR,2059,18.77828114827476
South Carolina,BCC-CSM2-MR,2060,18.1802434285482
South Carolina,BCC-CSM2-MR,2061,18.749103800455753
South Carolina,BCC-CSM2-MR,2062,19.813750203450542
South Carolina,BCC-CSM2-MR,2063,18.89331461588544
South Carolina,BCC-CSM2-MR,2064,19.73798522949221
South Carolina,BCC-CSM2-MR,2065,18.684655761718773
South Carolina,BCC-CSM2-MR,2066,19.378686523437523
South Carolina,BCC-CSM2-MR,2067,19.09255116780601
South Carolina,BCC-CSM2-MR,2068,20.341170247395855
South Carolina,BCC-CSM2-MR,2069,19.602222696940128
South Carolina,BCC-CSM2-MR,2070,19.05019276936851
South Carolina,BCC-CSM2-MR,2071,19.234211222330753
South Carolina,BCC-CSM2-MR,2072,18.936682637532577
South Carolina,BCC-CSM2-MR,2073,18.598407999674503
South Carolina,BCC-CSM2-MR,2074,19.35180816650393
South Carolina,BCC-CSM2-MR,2075,18.15560048421226
South Carolina,BCC-CSM2-MR,2076,19.494724527994816
South Carolina,BCC-CSM2-MR,2077,19.488130187988304
South Carolina,BCC-CSM2-MR,2078,18.889932250976585
South Carolina,BCC-CSM2-MR,2079,19.310711161295597
South Carolina,BCC-CSM2-MR,2080,19.81946716308596
South Carolina,BCC-CSM2-MR,2081,19.68073425292971
South Carolina,BCC-CSM2-MR,2082,18.996550496419292
South Carolina,BCC-CSM2-MR,2083,18.66150054931643
South Carolina,BCC-CSM2-MR,2084,19.13836313883466
South Carolina,BCC-CSM2-MR,2085,19.43982849121096
South Carolina,BCC-CSM2-MR,2086,19.45889180501304
South Carolina,BCC-CSM2-MR,2087,19.47742360432945
South Carolina,BCC-CSM2-MR,2088,19.74292399088544
South Carolina,BCC-CSM2-MR,2089,20.471215820312523
South Carolina,BCC-CSM2-MR,2090,19.70923258463544
South Carolina,BCC-CSM2-MR,2091,18.614676411946636
South Carolina,BCC-CSM2-MR,2092,19.805322265625023
South Carolina,BCC-CSM2-MR,2093,20.44612019856773
South Carolina,BCC-CSM2-MR,2094,19.76577657063804
South Carolina,BCC-CSM2-MR,2095,19.31219635009768
South Carolina,BCC-CSM2-MR,2096,19.988450622558616
South Carolina,BCC-CSM2-MR,2097,19.649591064453148
South Carolina,BCC-CSM2-MR,2098,20.145783996582058
South Carolina,BCC-CSM2-MR,2099,19.445362345377628
South Carolina,BCC-CSM2-MR,2100,18.842083231608097
South Carolina,CNRM-ESM2-1,2015,17.149302164713564
South Carolina,CNRM-ESM2-1,2016,17.350048828125022
South Carolina,CNRM-ESM2-1,2017,17.689792887369816
South Carolina,CNRM-ESM2-1,2018,17.236860148112
South Carolina,CNRM-ESM2-1,2019,17.5546819051107
South Carolina,CNRM-ESM2-1,2020,17.64995091756187
South Carolina,CNRM-ESM2-1,2021,17.469894663492862
South Carolina,CNRM-ESM2-1,2022,17.361450449625675
South Carolina,CNRM-ESM2-1,2023,17.383512624104842
South Carolina,CNRM-ESM2-1,2024,17.389617665608746
South Carolina,CNRM-ESM2-1,2025,17.835670471191428
South Carolina,CNRM-ESM2-1,2026,17.729558817545595
South Carolina,CNRM-ESM2-1,2027,18.000360107421898
South Carolina,CNRM-ESM2-1,2028,17.64496739705406
South Carolina,CNRM-ESM2-1,2029,17.767710113525414
South Carolina,CNRM-ESM2-1,2030,18.041184234619163
South Carolina,CNRM-ESM2-1,2031,17.68282852172854
South Carolina,CNRM-ESM2-1,2032,18.167330423990908
South Carolina,CNRM-ESM2-1,2033,17.79363708496096
South Carolina,CNRM-ESM2-1,2034,17.604334513346377
South Carolina,CNRM-ESM2-1,2035,17.95316111246747
South Carolina,CNRM-ESM2-1,2036,18.00956064860028
South Carolina,CNRM-ESM2-1,2037,18.144123840332053
South Carolina,CNRM-ESM2-1,2038,17.912627156575542
South Carolina,CNRM-ESM2-1,2039,18.057637023925803
South Carolina,CNRM-ESM2-1,2040,18.395501200358098
South Carolina,CNRM-ESM2-1,2041,18.454035949707055
South Carolina,CNRM-ESM2-1,2042,18.25173060099286
South Carolina,CNRM-ESM2-1,2043,18.107498168945337
South Carolina,CNRM-ESM2-1,2044,18.28379567464195
South Carolina,CNRM-ESM2-1,2045,18.15309804280601
South Carolina,CNRM-ESM2-1,2046,18.14503657023114
South Carolina,CNRM-ESM2-1,2047,18.64731394449872
South Carolina,CNRM-ESM2-1,2048,18.647765096028667
South Carolina,CNRM-ESM2-1,2049,18.63216832478843
South Carolina,CNRM-ESM2-1,2050,18.69746246337893
South Carolina,CNRM-ESM2-1,2051,18.528161875406923
South Carolina,CNRM-ESM2-1,2052,18.736819458007837
South Carolina,CNRM-ESM2-1,2053,18.55851058959963
South Carolina,CNRM-ESM2-1,2054,19.00249303181969
South Carolina,CNRM-ESM2-1,2055,18.67414652506513
South Carolina,CNRM-ESM2-1,2056,18.484243265787786
South Carolina,CNRM-ESM2-1,2057,18.79723637898765
South Carolina,CNRM-ESM2-1,2058,18.693342336018905
South Carolina,CNRM-ESM2-1,2059,19.10235748291018
South Carolina,CNRM-ESM2-1,2060,18.764732106526715
South Carolina,CNRM-ESM2-1,2061,18.762974294026716
South Carolina,CNRM-ESM2-1,2062,18.83289362589521
South Carolina,CNRM-ESM2-1,2063,18.807553609212263
South Carolina,CNRM-ESM2-1,2064,19.234606933593778
South Carolina,CNRM-ESM2-1,2065,19.009617106119816
South Carolina,CNRM-ESM2-1,2066,19.130956776936873
South Carolina,CNRM-ESM2-1,2067,19.17765324910484
South Carolina,CNRM-ESM2-1,2068,19.189670308431012
South Carolina,CNRM-ESM2-1,2069,19.591499328613303
South Carolina,CNRM-ESM2-1,2070,19.008869934082053
South Carolina,CNRM-ESM2-1,2071,19.13376235961916
South Carolina,CNRM-ESM2-1,2072,19.494804636637394
South Carolina,CNRM-ESM2-1,2073,19.283929697672548
South Carolina,CNRM-ESM2-1,2074,19.025150299072287
South Carolina,CNRM-ESM2-1,2075,19.48097864786786
South Carolina,CNRM-ESM2-1,2076,19.155633544921898
South Carolina,CNRM-ESM2-1,2077,19.64568303426109
South Carolina,CNRM-ESM2-1,2078,19.436750539143905
South Carolina,CNRM-ESM2-1,2079,19.456494394938172
South Carolina,CNRM-ESM2-1,2080,19.420681762695335
South Carolina,CNRM-ESM2-1,2081,19.55499699910484
South Carolina,CNRM-ESM2-1,2082,19.559890747070337
South Carolina,CNRM-ESM2-1,2083,19.339661407470725
South Carolina,CNRM-ESM2-1,2084,19.38174006144208
South Carolina,CNRM-ESM2-1,2085,19.422697194417346
South Carolina,CNRM-ESM2-1,2086,19.272046152750672
South Carolina,CNRM-ESM2-1,2087,19.61242624918622
South Carolina,CNRM-ESM2-1,2088,19.320710500081404
South Carolina,CNRM-ESM2-1,2089,19.908266703287783
South Carolina,CNRM-ESM2-1,2090,19.58801447550458
South Carolina,CNRM-ESM2-1,2091,19.740513865153016
South Carolina,CNRM-ESM2-1,2092,19.501131184895858
South Carolina,CNRM-ESM2-1,2093,19.62387593587242
South Carolina,CNRM-ESM2-1,2094,19.610410817464217
South Carolina,CNRM-ESM2-1,2095,19.576282501220724
South Carolina,CNRM-ESM2-1,2096,19.73067576090497
South Carolina,CNRM-ESM2-1,2097,19.57509231567385
South Carolina,CNRM-ESM2-1,2098,19.869516499837264
South Carolina,CNRM-ESM2-1,2099,19.82594935099286
South Carolina,CNRM-ESM2-1,2100,19.77614898681643
South Carolina,CanESM5,2015,16.238732147216822
South Carolina,CanESM5,2016,16.46593124389651
South Carolina,CanESM5,2017,16.326861267089868
South Carolina,CanESM5,2018,16.39830703735354
South Carolina,CanESM5,2019,16.622722574869815
South Carolina,CanESM5,2020,16.64944290161135
South Carolina,CanESM5,2021,16.591892191569034
South Carolina,CanESM5,2022,16.683405405680364
South Carolina,CanESM5,2023,16.623781382242864
South Carolina,CanESM5,2024,16.863724670410182
South Carolina,CanESM5,2025,16.73562174479169
South Carolina,CanESM5,2026,16.991235758463567
South Carolina,CanESM5,2027,16.945531667073592
South Carolina,CanESM5,2028,17.03822479248049
South Carolina,CanESM5,2029,17.039494120279972
South Carolina,CanESM5,2030,17.109971059163435
South Carolina,CanESM5,2031,17.15609558105471
South Carolina,CanESM5,2032,17.17812403361005
South Carolina,CanESM5,2033,17.12042434692385
South Carolina,CanESM5,2034,17.044439137776717
South Carolina,CanESM5,2035,17.22166895548505
South Carolina,CanESM5,2036,17.347868855794296
South Carolina,CanESM5,2037,17.261576182047552
South Carolina,CanESM5,2038,17.54608540852867
South Carolina,CanESM5,2039,17.379589487711613
South Carolina,CanESM5,2040,17.48607793172203
South Carolina,CanESM5,2041,17.415405069987003
South Carolina,CanESM5,2042,17.496031036376976
South Carolina,CanESM5,2043,17.591044718424502
South Carolina,CanESM5,2044,17.37886199951174
South Carolina,CanESM5,2045,17.684344024658227
South Carolina,CanESM5,2046,17.78803548177086
South Carolina,CanESM5,2047,17.650688781738307
South Carolina,CanESM5,2048,17.77351409912112
South Carolina,CanESM5,2049,17.87915435791018
South Carolina,CanESM5,2050,17.90150258382164
South Carolina,CanESM5,2051,17.800642293294295
South Carolina,CanESM5,2052,17.896267395019557
South Carolina,CanESM5,2053,18.08073369344078
South Carolina,CanESM5,2054,18.069147288004583
South Carolina,CanESM5,2055,18.087649790445987
South Carolina,CanESM5,2056,18.160615488688176
South Carolina,CanESM5,2057,17.986393890380885
South Carolina,CanESM5,2058,18.36911687215172
South Carolina,CanESM5,2059,18.28615346272789
South Carolina,CanESM5,2060,18.142595520019555
South Carolina,CanESM5,2061,18.187969156901065
South Carolina,CanESM5,2062,18.180581970214867
South Carolina,CanESM5,2063,18.20331675211591
South Carolina,CanESM5,2064,18.36956003824872
South Carolina,CanESM5,2065,18.417001953125023
South Carolina,CanESM5,2066,18.465967305501326
South Carolina,CanESM5,2067,18.491704610188822
South Carolina,CanESM5,2068,18.43212036132815
South Carolina,CanESM5,2069,18.580502319335963
South Carolina,CanESM5,2070,18.535549621582057
South Carolina,CanESM5,2071,18.43094365437828
South Carolina,CanESM5,2072,18.611266937255884
South Carolina,CanESM5,2073,18.60348317464195
South Carolina,CanESM5,2074,18.56023869832359
South Carolina,CanESM5,2075,18.69698582967125
South Carolina,CanESM5,2076,18.58720280965172
South Carolina,CanESM5,2077,18.55986989339195
South Carolina,CanESM5,2078,18.60499989827476
South Carolina,CanESM5,2079,18.67916854858401
South Carolina,CanESM5,2080,18.887051188151062
South Carolina,CanESM5,2081,18.80347610473635
South Carolina,CanESM5,2082,19.00889546712242
South Carolina,CanESM5,2083,18.786707204182967
South Carolina,CanESM5,2084,18.714038289388046
South Carolina,CanESM5,2085,18.83953776041669
South Carolina,CanESM5,2086,18.854335937500025
South Carolina,CanESM5,2087,19.023413340250674
South Carolina,CanESM5,2088,18.926732991536483
South Carolina,CanESM5,2089,18.93934967041018
South Carolina,CanESM5,2090,18.797783864339216
South Carolina,CanESM5,2091,18.948849334716822
South Carolina,CanESM5,2092,19.06169774373375
South Carolina,CanESM5,2093,19.040285949707055
South Carolina,CanESM5,2094,19.114814860026065
South Carolina,CanESM5,2095,18.9776284281413
South Carolina,CanESM5,2096,18.995883483886743
South Carolina,CanESM5,2097,19.00734008789065
South Carolina,CanESM5,2098,18.898816833496117
South Carolina,CanESM5,2099,18.861758117675805
South Carolina,CanESM5,2100,18.94571894327802
South Carolina,EC-Earth3,2015,16.6744996752058
South Carolina,EC-Earth3,2016,16.630234896947492
South Carolina,EC-Earth3,2017,16.736975909036328
South Carolina,EC-Earth3,2018,16.93917723761667
South Carolina,EC-Earth3,2019,16.85392608037073
South Carolina,EC-Earth3,2020,16.97604756043951
South Carolina,EC-Earth3,2021,16.903975764009164
South Carolina,EC-Earth3,2022,16.868781104858
South Carolina,EC-Earth3,2023,17.054702842686208
South Carolina,EC-Earth3,2024,17.072209183211204
South Carolina,EC-Earth3,2025,17.229543681721136
South Carolina,EC-Earth3,2026,17.11451068920096
South Carolina,EC-Earth3,2027,17.111508201068162
South Carolina,EC-Earth3,2028,17.161743879492928
South Carolina,EC-Earth3,2029,17.22266196785395
South Carolina,EC-Earth3,2030,17.202157872238462
South Carolina,EC-Earth3,2031,17.332915130727045
South Carolina,EC-Earth3,2032,17.251823721525895
South Carolina,EC-Earth3,2033,17.285944413964152
South Carolina,EC-Earth3,2034,17.45802454127499
South Carolina,EC-Earth3,2035,17.416833356361273
South Carolina,EC-Earth3,2036,17.521375037112975
South Carolina,EC-Earth3,2037,17.511233112488934
South Carolina,EC-Earth3,2038,17.519631650596335
South Carolina,EC-Earth3,2039,17.632365680177593
South Carolina,EC-Earth3,2040,17.60123436896358
South Carolina,EC-Earth3,2041,17.643992458245716
South Carolina,EC-Earth3,2042,17.738432820638046
South Carolina,EC-Earth3,2043,17.63511139586734
South Carolina,EC-Earth3,2044,17.759460214468174
South Carolina,EC-Earth3,2045,17.936167583535468
South Carolina,EC-Earth3,2046,17.873217616937122
South Carolina,EC-Earth3,2047,17.85714544498879
South Carolina,EC-Earth3,2048,17.902527515006177
South Carolina,EC-Earth3,2049,17.840015805422627
South Carolina,EC-Earth3,2050,17.90548981607181
South Carolina,EC-Earth3,2051,17.997121570728467
South Carolina,EC-Earth3,2052,18.038330403080717
South Carolina,EC-Earth3,2053,18.04391427216709
South Carolina,EC-Earth3,2054,18.02395393936725
South Carolina,EC-Earth3,2055,18.199092412877988
South Carolina,EC-Earth3,2056,18.138543277316646
South Carolina,EC-Earth3,2057,18.139477948789267
South Carolina,EC-Earth3,2058,18.302677903351984
South Carolina,EC-Earth3,2059,18.377597533332
South Carolina,EC-Earth3,2060,18.33957835303415
South Carolina,EC-Earth3,2061,18.297807382654284
South Carolina,EC-Earth3,2062,18.28636152479386
South Carolina,EC-Earth3,2063,18.444940150225623
South Carolina,EC-Earth3,2064,18.332808395668337
South Carolina,EC-Earth3,2065,18.37760770585804
South Carolina,EC-Earth3,2066,18.36237879859079
South Carolina,EC-Earth3,2067,18.477236366271995
South Carolina,EC-Earth3,2068,18.581583100778108
South Carolina,EC-Earth3,2069,18.54064292201292
South Carolina,EC-Earth3,2070,18.64980210904724
South Carolina,EC-Earth3,2071,18.60600542845552
South Carolina,EC-Earth3,2072,18.708046814247435
South Carolina,EC-Earth3,2073,18.62551658065233
South Carolina,EC-Earth3,2074,18.692211864612744
South Carolina,EC-Earth3,2075,18.744849777221702
South Carolina,EC-Earth3,2076,18.77372364468047
South Carolina,EC-Earth3,2077,18.67220907564519
South Carolina,EC-Earth3,2078,18.76329563988582
South Carolina,EC-Earth3,2079,18.798292732238792
South Carolina,EC-Earth3,2080,18.73895458645293
South Carolina,EC-Earth3,2081,18.71343652230724
South Carolina,EC-Earth3,2082,18.856433840151208
South Carolina,EC-Earth3,2083,18.81076347209791
South Carolina,EC-Earth3,2084,18.803806700529897
South Carolina,EC-Earth3,2085,18.902458586516225
South Carolina,EC-Earth3,2086,18.95437689887155
South Carolina,EC-Earth3,2087,18.783938697532395
South Carolina,EC-Earth3,2088,18.894034745958137
South Carolina,EC-Earth3,2089,19.053649167661337
South Carolina,EC-Earth3,2090,19.030492224516713
South Carolina,EC-Earth3,2091,19.06747133466935
South Carolina,EC-Earth3,2092,19.141158676147484
South Carolina,EC-Earth3,2093,19.31393758279308
South Carolina,EC-Earth3,2094,19.148928331445788
South Carolina,EC-Earth3,2095,19.197895092434376
South Carolina,EC-Earth3,2096,19.07229675010401
South Carolina,EC-Earth3,2097,19.238741705152748
South Carolina,EC-Earth3,2098,19.141567802429226
South Carolina,EC-Earth3,2099,19.194621905574113
South Carolina,EC-Earth3,2100,19.203007281268107
South Carolina,GFDL-ESM4,2015,15.783813307020422
South Carolina,GFDL-ESM4,2016,15.832207404242643
South Carolina,GFDL-ESM4,2017,15.595123969184051
South Carolina,GFDL-ESM4,2018,15.205657789442297
South Carolina,GFDL-ESM4,2019,15.882725016276064
South Carolina,GFDL-ESM4,2020,15.43296797010636
South Carolina,GFDL-ESM4,2021,15.975885009765648
South Carolina,GFDL-ESM4,2022,16.54349331325957
South Carolina,GFDL-ESM4,2023,16.035163709852455
South Carolina,GFDL-ESM4,2024,16.307189771864174
South Carolina,GFDL-ESM4,2025,16.09145253499351
South Carolina,GFDL-ESM4,2026,15.81523623996313
South Carolina,GFDL-ESM4,2027,16.161998155381966
South Carolina,GFDL-ESM4,2028,15.647576904296898
South Carolina,GFDL-ESM4,2029,15.96123233371313
South Carolina,GFDL-ESM4,2030,16.2205020480686
South Carolina,GFDL-ESM4,2031,16.699065144856792
South Carolina,GFDL-ESM4,2032,15.98343217637806
South Carolina,GFDL-ESM4,2033,16.222363620334225
South Carolina,GFDL-ESM4,2034,16.327763705783443
South Carolina,GFDL-ESM4,2035,15.88160095214846
South Carolina,GFDL-ESM4,2036,16.307962036132835
South Carolina,GFDL-ESM4,2037,15.8709418402778
South Carolina,GFDL-ESM4,2038,16.287855190700977
South Carolina,GFDL-ESM4,2039,16.24756520589195
South Carolina,GFDL-ESM4,2040,16.560906982421898
South Carolina,GFDL-ESM4,2041,15.907883368598114
South Carolina,GFDL-ESM4,2042,16.377147081163216
South Carolina,GFDL-ESM4,2043,16.619820319281708
South Carolina,GFDL-ESM4,2044,16.25819549560549
South Carolina,GFDL-ESM4,2045,16.714068773057747
South Carolina,GFDL-ESM4,2046,16.490563964843773
South Carolina,GFDL-ESM4,2047,16.644993082682316
South Carolina,GFDL-ESM4,2048,16.493521626790386
South Carolina,GFDL-ESM4,2049,16.548549058702278
South Carolina,GFDL-ESM4,2050,16.487932671440994
South Carolina,GFDL-ESM4,2051,17.018838500976585
South Carolina,GFDL-ESM4,2052,16.750543212890648
South Carolina,GFDL-ESM4,2053,16.815742323133705
South Carolina,GFDL-ESM4,2054,16.715954081217472
South Carolina,GFDL-ESM4,2055,16.689973449707054
South Carolina,GFDL-ESM4,2056,16.41177351209855
South Carolina,GFDL-ESM4,2057,16.386367628309486
South Carolina,GFDL-ESM4,2058,16.653623623318165
South Carolina,GFDL-ESM4,2059,17.1236028035482
